Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Статус;Банковский идентификационный номер;2018 - 2мес., Прибыль (убыток) до налогообложения, RUB;2018 - 3мес., Прибыль (убыток) до налогообложения, RUB;2018 - 4мес., Прибыль (убыток) до налогообложения, RUB;2018 - 5мес., Прибыль (убыток) до налогообложения, RUB;2018 - 6мес., Прибыль (убыток) до налогообложения, RUB;2018 - 7мес., Прибыль (убыток) до налогообложения, RUB;2018 - 8мес., Прибыль (убыток) до налогообложения, RUB;2018 - 9мес., Прибыль (убыток) до налогообложения, RUB;2018 - 10мес., Прибыль (убыток) до налогообложения, RUB;2018 - 11мес., Прибыль (убыток) до налогообложения, RUB;2018 - 12мес., Прибыль (убыток) до налогообложения, RUB;2019 - 1мес., Прибыль (убыток) до налогообложения, RUB;2018 - 2мес., Коррсчета (ЛОРО), RUB;2018 - 3мес., Коррсчета (ЛОРО), RUB;2018 - 4мес., Коррсчета (ЛОРО), RUB;2018 - 5мес., Коррсчета (ЛОРО), RUB;2018 - 6мес., Коррсчета (ЛОРО), RUB;2018 - 7мес., Коррсчета (ЛОРО), RUB;2018 - 8мес., Коррсчета (ЛОРО), RUB;2018 - 9мес., Коррсчета (ЛОРО), RUB;2018 - 10мес., Коррсчета (ЛОРО), RUB;2018 - 11мес., Коррсчета (ЛОРО), RUB;2018 - 12мес., Коррсчета (ЛОРО), RUB;2019 - 1мес., Коррсчета (ЛОРО), RUB;2018 - 2мес., Кредиты других банков (МБК), RUB;2018 - 3мес., Кредиты других банков (МБК), RUB;2018 - 4мес., Кредиты других банков (МБК), RUB;2018 - 5мес., Кредиты других банков (МБК), RUB;2018 - 6мес., Кредиты других банков (МБК), RUB;2018 - 7мес., Кредиты других банков (МБК), RUB;2018 - 8мес., Кредиты других банков (МБК), RUB;2018 - 9мес., Кредиты других банков (МБК), RUB;2018 - 10мес., Кредиты других банков (МБК), RUB;2018 - 11мес., Кредиты других банков (МБК), RUB;2018 - 12мес., Кредиты других банков (МБК), RUB;2019 - 1мес., Кредиты других банков (МБК), RUB;2018 - 2мес., Средства клиентов, RUB;2018 - 3мес., Средства клиентов, RUB;2018 - 4мес., Средства клиентов, RUB;2018 - 5мес., Средства клиентов, RUB;2018 - 6мес., Средства клиентов, RUB;2018 - 7мес., Средства клиентов, RUB;2018 - 8мес., Средства клиентов, RUB;2018 - 9мес., Средства клиентов, RUB;2018 - 10мес., Средства клиентов, RUB;2018 - 11мес., Средства клиентов, RUB;2018 - 12мес., Средства клиентов, RUB;2019 - 1мес., Средства клиентов, RUB;2018 - 2мес., Средства организаций на расчетных счетах, RUB;2018 - 3мес., Средства организаций на расчетных счетах, RUB;2018 - 4мес., Средства организаций на расчетных счетах, RUB;2018 - 5мес., Средства организаций на расчетных счетах, RUB;2018 - 6мес., Средства организаций на расчетных счетах, RUB;2018 - 7мес., Средства организаций на расчетных счетах, RUB;2018 - 8мес., Средства организаций на расчетных счетах, RUB;2018 - 9мес., Средства организаций на расчетных счетах, RUB;2018 - 10мес., Средства организаций на расчетных счетах, RUB;2018 - 11мес., Средства организаций на расчетных счетах, RUB;2018 - 12мес., Средства организаций на расчетных счетах, RUB;2019 - 1мес., Средства организаций на расчетных счетах, RUB;2018 - 2мес., Депозиты юридических лиц, RUB;2018 - 3мес., Депозиты юридических лиц, RUB;2018 - 4мес., Депозиты юридических лиц, RUB;2018 - 5мес., Депозиты юридических лиц, RUB;2018 - 6мес., Депозиты юридических лиц, RUB;2018 - 7мес., Депозиты юридических лиц, RUB;2018 - 8мес., Депозиты юридических лиц, RUB;2018 - 9мес., Депозиты юридических лиц, RUB;2018 - 10мес., Депозиты юридических лиц, RUB;2018 - 11мес., Депозиты юридических лиц, RUB;2018 - 12мес., Депозиты юридических лиц, RUB;2019 - 1мес., Депозиты юридических лиц, RUB;2018 - 2мес., Вклады физических лиц, RUB;2018 - 3мес., Вклады физических лиц, RUB;2018 - 4мес., Вклады физических лиц, RUB;2018 - 5мес., Вклады физических лиц, RUB;2018 - 6мес., Вклады физических лиц, RUB;2018 - 7мес., Вклады физических лиц, RUB;2018 - 8мес., Вклады физических лиц, RUB;2018 - 9мес., Вклады физических лиц, RUB;2018 - 10мес., Вклады физических лиц, RUB;2018 - 11мес., Вклады физических лиц, RUB;2018 - 12мес., Вклады физических лиц, RUB;2019 - 1мес., Вклады физических лиц, RUB;2018 - 2мес., Облигации, RUB;2018 - 3мес., Облигации, RUB;2018 - 4мес., Облигации, RUB;2018 - 5мес., Облигации, RUB;2018 - 6мес., Облигации, RUB;2018 - 7мес., Облигации, RUB;2018 - 8мес., Облигации, RUB;2018 - 9мес., Облигации, RUB;2018 - 10мес., Облигации, RUB;2018 - 11мес., Облигации, RUB;2018 - 12мес., Облигации, RUB;2019 - 1мес., Облигации, RUB;2018 - 2мес., Векселя, RUB;2018 - 3мес., Векселя, RUB;2018 - 4мес., Векселя, RUB;2018 - 5мес., Векселя, RUB;2018 - 6мес., Векселя, RUB;2018 - 7мес., Векселя, RUB;2018 - 8мес., Векселя, RUB;2018 - 9мес., Векселя, RUB;2018 - 10мес., Векселя, RUB;2018 - 11мес., Векселя, RUB;2018 - 12мес., Векселя, RUB;2019 - 1мес., Векселя, RUB;2018 - 2мес., Резервы на возможные потери, RUB;2018 - 3мес., Резервы на возможные потери, RUB;2018 - 4мес., Резервы на возможные потери, RUB;2018 - 5мес., Резервы на возможные потери, RUB;2018 - 6мес., Резервы на возможные потери, RUB;2018 - 7мес., Резервы на возможные потери, RUB;2018 - 8мес., Резервы на возможные потери, RUB;2018 - 9мес., Резервы на возможные потери, RUB;2018 - 10мес., Резервы на возможные потери, RUB;2018 - 11мес., Резервы на возможные потери, RUB;2018 - 12мес., Резервы на возможные потери, RUB;2019 - 1мес., Резервы на возможные потери, RUB;2018 - 2мес., Капитал, RUB;2018 - 3мес., Капитал, RUB;2018 - 4мес., Капитал, RUB;2018 - 5мес., Капитал, RUB;2018 - 6мес., Капитал, RUB;2018 - 7мес., Капитал, RUB;2018 - 8мес., Капитал, RUB;2018 - 9мес., Капитал, RUB;2018 - 10мес., Капитал, RUB;2018 - 11мес., Капитал, RUB;2018 - 12мес., Капитал, RUB;2019 - 1мес., Капитал, RUB;2018 - 2мес., Коэффициент покрытия Кредитного портфеля, %;2018 - 3мес., Коэффициент покрытия Кредитного портфеля, %;2018 - 4мес., Коэффициент покрытия Кредитного портфеля, %;2018 - 5мес., Коэффициент покрытия Кредитного портфеля, %;2018 - 6мес., Коэффициент покрытия Кредитного портфеля, %;2018 - 7мес., Коэффициент покрытия Кредитного портфеля, %;2018 - 8мес., Коэффициент покрытия Кредитного портфеля, %;2018 - 9мес., Коэффициент покрытия Кредитного портфеля, %;2018 - 10мес., Коэффициент покрытия Кредитного портфеля, %;2018 - 11мес., Коэффициент покрытия Кредитного портфеля, %;2018 - 12мес., Коэффициент покрытия Кредитного портфеля, %;2019 - 1мес., Коэффициент покрытия Кредитного портфеля, %;2018 - 2мес., Коэффициент обеспечения Кредитного портфеля, %;2018 - 3мес., Коэффициент обеспечения Кредитного портфеля, %;2018 - 4мес., Коэффициент обеспечения Кредитного портфеля, %;2018 - 5мес., Коэффициент обеспечения Кредитного портфеля, %;2018 - 6мес., Коэффициент обеспечения Кредитного портфеля, %;2018 - 7мес., Коэффициент обеспечения Кредитного портфеля, %;2018 - 8мес., Коэффициент обеспечения Кредитного портфеля, %;2018 - 9мес., Коэффициент обеспечения Кредитного портфеля, %;2018 - 10мес., Коэффициент обеспечения Кредитного портфеля, %;2018 - 11мес., Коэффициент обеспечения Кредитного портфеля, %;2018 - 12мес., Коэффициент обеспечения Кредитного портфеля, %;2019 - 1мес., Коэффициент обеспечения Кредитного портфеля, %;2018 - 2мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2018 - 3мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2018 - 4мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2018 - 5мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2018 - 6мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2018 - 7мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2018 - 8мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2018 - 9мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2018 - 10мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2018 - 11мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2018 - 12мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2019 - 1мес., Коэффициент просроченной задолженности в Кредитном портфеле, %;2018 - 2мес., Рентабельность активов-нетто (ROA), %;2018 - 3мес., Рентабельность активов-нетто (ROA), %;2018 - 4мес., Рентабельность активов-нетто (ROA), %;2018 - 5мес., Рентабельность активов-нетто (ROA), %;2018 - 6мес., Рентабельность активов-нетто (ROA), %;2018 - 7мес., Рентабельность активов-нетто (ROA), %;2018 - 8мес., Рентабельность активов-нетто (ROA), %;2018 - 9мес., Рентабельность активов-нетто (ROA), %;2018 - 10мес., Рентабельность активов-нетто (ROA), %;2018 - 11мес., Рентабельность активов-нетто (ROA), %;2018 - 12мес., Рентабельность активов-нетто (ROA), %;2019 - 1мес., Рентабельность активов-нетто (ROA), %;2018 - 2мес., Рентабельность собственного капитала (ROE), %;2018 - 3мес., Рентабельность собственного капитала (ROE), %;2018 - 4мес., Рентабельность собственного капитала (ROE), %;2018 - 5мес., Рентабельность собственного капитала (ROE), %;2018 - 6мес., Рентабельность собственного капитала (ROE), %;2018 - 7мес., Рентабельность собственного капитала (ROE), %;2018 - 8мес., Рентабельность собственного капитала (ROE), %;2018 - 9мес., Рентабельность собственного капитала (ROE), %;2018 - 10мес., Рентабельность собственного капитала (ROE), %;2018 - 11мес., Рентабельность собственного капитала (ROE), %;2018 - 12мес., Рентабельность собственного капитала (ROE), %;2019 - 1мес., Рентабельность собственного капитала (ROE), %
11;МИГРОС, ОАО КБ;В состоянии банкротства;048209909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;ВОСТСИБТРАНСКОМБАНК, АО;В состоянии банкротства;042520849;-15 601 000;-11 432 000;-16 093 000;-32 296 000;-28 808 000;-72 588 000;-48 695 000;-61 680 000;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;;;;;2 839 262 000;2 775 070 000;2 764 719 000;2 778 411 000;2 771 872 000;2 751 868 000;2 762 620 000;2 650 490 000;;;;;537 514 000;510 532 000;510 096 000;535 930 000;522 258 000;527 069 000;561 548 000;466 626 000;;;;;12 962 000;12 962 000;5 962 000;5 500 000;5 500 000;5 500 000;5 500 000;5 500 000;;;;;2 210 611 000;2 200 341 000;2 189 508 000;2 195 780 000;2 196 549 000;2 179 516 000;2 157 198 000;2 125 202 000;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;;;;;558 868 000;553 924 000;554 696 000;519 728 000;519 623 000;573 950 000;506 932 000;511 598 000;;;;;373 761 000;389 618 000;381 357 000;355 281 000;361 824 000;278 167 000;325 369 000;249 579 000;;;;;21,23%;21,27%;21,49%;20,46%;20,67%;22,89%;20,54%;20,99%;;;;;65,66%;65,79%;62,23%;63,95%;64,44%;65,82%;65,97%;63,35%;;;;;9,81%;10,01%;10,07%;9,08%;9,24%;9,33%;8,11%;8,39%;;;;;-0,39%;-0,43%;-0,47%;-0,51%;-0,55%;-0,58%;-0,64%;-0,72%;;;;;-3,90%;-4,27%;-4,73%;-5,14%;-5,58%;-5,93%;-6,67%;-7,55%;;;;
13;УССУРИ (АО), БАНК;В состоянии банкротства;040813700;5 708 000;17 497 000;18 862 000;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;5 273 712 000;5 193 454 000;5 286 296 000;;;;;;;;;;204 873 000;189 380 000;180 050 000;;;;;;;;;;256 080 000;224 259 000;353 356 000;;;;;;;;;;4 811 948 000;4 779 256 000;4 752 378 000;;;;;;;;;;0;0;0;;;;;;;;;;0;0;0;;;;;;;;;;203 463 000;198 871 000;198 602 000;;;;;;;;;;562 564 000;573 757 000;440 503 000;;;;;;;;;;4,77%;4,48%;4,41%;;;;;;;;;;123,32%;124,57%;121,95%;;;;;;;;;;1,96%;1,89%;1,82%;;;;;;;;;;0,14%;0,14%;0,15%;;;;;;;;;;1,46%;1,45%;1,64%;;;;;;;;;
14;УРАЛТРАНСБАНК, ПАО;В состоянии банкротства;046577406;-201 378 000;-191 496 000;-195 486 000;-261 277 000;-270 151 000;-277 009 000;-352 303 000;-428 603 000;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;;;;;10 464 201 000;10 360 736 000;10 301 465 000;10 117 358 000;10 090 422 000;10 020 077 000;9 058 867 000;8 242 704 000;;;;;1 185 569 000;1 103 603 000;1 100 812 000;1 094 828 000;1 109 295 000;1 124 985 000;824 087 000;686 894 000;;;;;329 707 000;314 140 000;263 451 000;61 974 000;12 741 000;10 764 000;209 000;209 000;;;;;8 924 821 000;8 925 361 000;8 923 235 000;8 941 786 000;8 951 737 000;8 864 740 000;8 212 195 000;7 542 561 000;;;;;0;0;0;0;0;0;0;0;;;;;37 000;37 000;37 000;37 000;37 000;37 000;37 000;37 000;;;;;2 827 209 000;2 809 301 000;2 810 218 000;2 777 375 000;2 785 203 000;2 798 426 000;2 795 495 000;2 858 125 000;;;;;407 800 000;416 445 000;414 590 000;277 809 000;248 418 000;239 788 000;99 414 000;-153 872 000;;;;;27,73%;28,03%;28,14%;28,36%;28,53%;29,16%;29,51%;31,12%;;;;;135,73%;133,92%;130,62%;127,55%;128,09%;111,90%;114,11%;126,21%;;;;;20,37%;20,23%;21,20%;22,36%;22,48%;23,00%;23,62%;24,12%;;;;;-1,80%;-1,86%;-1,89%;-1,88%;-1,85%;-1,84%;-1,82%;-1,83%;;;;;-29,26%;-32,26%;-34,85%;-36,38%;-37,99%;-40,53%;-43,50%;-48,86%;;;;
15;РТС-БАНК, АО;В состоянии банкротства;043678783;-6 137 000;-7 124 000;-2 201 000;2 729 000;2 522 000;2 688 000;-38 709 000;-48 447 000;-55 601 000;-62 158 000;-61 764 000;39 599 000;1 859 000;2 874 000;3 540 000;1 781 000;1 781 000;297 000;892 000;942 000;942 000;942 000;942 000;960 000;0;0;0;0;0;0;0;0;0;0;0;0;1 780 883 000;1 645 169 000;1 570 607 000;1 658 505 000;1 553 773 000;1 645 222 000;1 632 020 000;1 541 884 000;1 509 255 000;1 411 692 000;1 400 393 000;1 408 082 000;493 389 000;384 795 000;308 650 000;340 890 000;214 372 000;261 684 000;262 908 000;256 181 000;229 782 000;157 462 000;165 884 000;194 726 000;652 020 000;652 020 000;649 400 000;711 480 000;739 980 000;739 980 000;727 970 000;645 970 000;645 970 000;648 870 000;711 370 000;711 370 000;634 482 000;607 588 000;612 555 000;604 186 000;599 291 000;643 556 000;641 140 000;639 731 000;633 501 000;605 358 000;523 137 000;501 984 000;0;0;0;0;0;0;0;0;0;0;0;0;86 500 000;86 500 000;86 500 000;86 500 000;43 000 000;40 000 000;40 000 000;40 000 000;0;0;0;0;576 783 000;579 564 000;574 247 000;562 905 000;612 408 000;605 242 000;649 828 000;729 633 000;734 964 000;731 423 000;718 242 000;960 084 000;505 831 000;505 743 000;510 639 000;514 899 000;516 191 000;516 141 000;474 476 000;458 480 000;279 984 000;439 679 000;436 803 000;435 565 000;34,95%;36,26%;36,39%;35,57%;37,21%;37,43%;40,36%;46,03%;47,23%;45,78%;45,33%;45,46%;102,37%;97,07%;104,34%;99,66%;88,99%;90,99%;90,00%;90,68%;93,62%;90,90%;85,89%;86,40%;10,78%;8,10%;8,85%;8,79%;8,39%;8,78%;8,76%;8,87%;8,98%;8,72%;8,25%;8,27%;0,05%;0,03%;0,00%;-0,03%;-0,02%;-0,01%;-0,01%;-0,07%;-0,21%;-0,41%;-0,65%;-0,90%;0,26%;0,17%;-0,01%;-0,16%;-0,13%;-0,04%;-0,07%;-0,36%;-1,07%;-2,10%;-3,36%;-4,67%
16;КРЕДИТ ЭКСПРЕСС, ООО КБ;В состоянии банкротства;046015961;-70 546 000;;;;;;;;;;;;10 000;;;;;;;;;;;;0;;;;;;;;;;;;1 915 745 000;;;;;;;;;;;;70 630 000;;;;;;;;;;;;279 069 000;;;;;;;;;;;;1 565 991 000;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;385 190 000;;;;;;;;;;;;270 514 000;;;;;;;;;;;;18,07%;;;;;;;;;;;;75,91%;;;;;;;;;;;;3,79%;;;;;;;;;;;;-0,36%;;;;;;;;;;;;-1,50%;;;;;;;;;;;
17;БАНК МБСП (АО);В состоянии банкротства;044030760;2 086 000;10 753 000;113 075 000;176 887 000;178 419 000;199 904 000;153 435 000;-1 924 260 000;;;;;0;0;0;0;0;0;0;0;;;;;300 000 000;300 000 000;300 000 000;300 000 000;300 000 000;400 000 000;400 000 000;400 000 000;;;;;30 147 456 000;31 771 974 000;30 778 688 000;31 037 305 000;30 651 121 000;28 546 587 000;27 824 888 000;23 199 656 000;;;;;3 649 718 000;3 680 905 000;3 563 046 000;3 435 440 000;5 635 068 000;3 774 464 000;2 928 323 000;2 928 718 000;;;;;6 725 784 000;7 823 381 000;7 329 969 000;7 992 541 000;5 384 831 000;5 288 879 000;5 572 956 000;1 528 217 000;;;;;19 689 483 000;20 224 675 000;19 703 624 000;19 573 287 000;19 575 607 000;19 386 280 000;19 263 364 000;18 696 170 000;;;;;0;0;0;0;0;0;0;0;;;;;486 951 000;432 940 000;515 697 000;514 895 000;491 905 000;440 108 000;451 845 000;438 221 000;;;;;7 089 244 000;7 204 447 000;6 666 231 000;6 685 331 000;6 564 166 000;6 545 081 000;6 901 110 000;11 511 264 000;;;;;7 574 644 000;7 679 496 000;7 929 866 000;8 008 541 000;8 016 038 000;8 039 892 000;8 186 509 000;-2 732 163 000;;;;;15,94%;16,13%;15,90%;17,38%;17,16%;18,37%;20,38%;29,43%;;;;;93,59%;96,78%;107,38%;124,32%;127,30%;129,81%;162,52%;154,57%;;;;;5,88%;5,88%;5,34%;5,79%;5,71%;5,79%;6,19%;6,35%;;;;;-0,43%;-0,43%;-0,42%;-0,34%;-0,27%;-0,16%;-0,02%;0,04%;;;;;-2,22%;-2,28%;-2,25%;-1,87%;-1,53%;-0,92%;-0,09%;0,22%;;;;
18;КОНФИДЭНС БАНК, ООО КБ;В состоянии банкротства;043469710;-88 313 000;-73 359 000;;;;;;;;;;;0;0;;;;;;;;;;;0;0;;;;;;;;;;;4 576 679 000;4 491 006 000;;;;;;;;;;;61 558 000;43 054 000;;;;;;;;;;;204 203 000;204 205 000;;;;;;;;;;;4 307 659 000;4 243 178 000;;;;;;;;;;;0;0;;;;;;;;;;;0;0;;;;;;;;;;;979 507 000;974 332 000;;;;;;;;;;;505 690 000;600 684 000;;;;;;;;;;;21,12%;21,21%;;;;;;;;;;;132,72%;132,70%;;;;;;;;;;;3,42%;3,71%;;;;;;;;;;;-0,45%;-0,59%;;;;;;;;;;;-4,52%;-6,04%;;;;;;;;;;
19;ДОНИНВЕСТ, ООО КБ;В состоянии банкротства;046015872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;АК БАНК, АО;В состоянии банкротства;043601878;106 572 000;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;;;;28 722 041 000;;;;;;;;;;;;1 234 742 000;;;;;;;;;;;;4 160 302 000;;;;;;;;;;;;23 326 225 000;;;;;;;;;;;;0;;;;;;;;;;;;62 696 000;;;;;;;;;;;;4 886 219 000;;;;;;;;;;;;4 827 663 000;;;;;;;;;;;;11,80%;;;;;;;;;;;;122,84%;;;;;;;;;;;;6,88%;;;;;;;;;;;;-2,60%;;;;;;;;;;;;-18,71%;;;;;;;;;;;
21;ФЛОРА-МОСКВА, АО КБ;В состоянии банкротства;044525831;99 000;3 856 000;-48 623 000;-43 924 000;-45 754 000;-48 139 000;-51 155 000;-46 215 000;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;;;;;302 040 000;345 036 000;322 789 000;272 167 000;262 171 000;190 493 000;167 892 000;174 180 000;;;;;187 882 000;245 324 000;240 055 000;193 132 000;193 381 000;148 256 000;124 493 000;131 242 000;;;;;0;0;0;0;0;0;0;0;;;;;114 089 000;99 643 000;82 664 000;78 965 000;68 719 000;42 161 000;43 323 000;42 862 000;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;;;;;23 968 000;23 930 000;34 132 000;24 851 000;25 880 000;24 185 000;26 022 000;25 989 000;;;;;550 386 000;551 547 000;573 349 000;577 818 000;576 017 000;573 982 000;571 497 000;576 123 000;;;;;15,96%;17,22%;24,36%;17,49%;11,84%;11,91%;12,79%;12,92%;;;;;388,57%;267,29%;267,40%;269,77%;257,76%;259,64%;245,23%;245,98%;;;;;14,18%;14,40%;14,42%;14,75%;9,77%;9,89%;10,01%;10,08%;;;;;0,66%;0,61%;0,60%;0,36%;-0,11%;-0,58%;-1,06%;-1,61%;;;;;1,15%;1,08%;1,07%;0,66%;-0,20%;-1,05%;-1,90%;-2,82%;;;;
22;БУМ-БАНК , ООО;В состоянии банкротства;048327749;513 000;527 000;1 131 000;-546 000;;;;;;;;;0;0;0;0;;;;;;;;;18 000 000;0;0;0;;;;;;;;;1 520 831 000;1 530 228 000;1 526 323 000;1 619 106 000;;;;;;;;;159 522 000;143 931 000;108 260 000;110 059 000;;;;;;;;;9 900 000;10 000 000;10 100 000;4 000 000;;;;;;;;;1 343 798 000;1 370 854 000;1 402 245 000;1 504 614 000;;;;;;;;;0;0;0;0;;;;;;;;;0;0;0;0;;;;;;;;;318 932 000;322 985 000;275 660 000;182 357 000;;;;;;;;;372 770 000;374 512 000;354 202 000;;;;;;;;;;19,40%;19,61%;17,07%;11,65%;;;;;;;;;87,75%;86,20%;85,81%;85,55%;;;;;;;;;14,07%;14,02%;11,94%;8,26%;;;;;;;;;0,30%;0,30%;0,30%;0,30%;;;;;;;;;1,96%;1,95%;1,95%;1,95%;;;;;;;;
23;БАНКИРСКИЙ ДОМ, АО АКБ;В состоянии банкротства;044030892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;ВВБ, ПАО БАНК;В состоянии банкротства;046711106;-2 050 078 000;-3 063 094 000;;;;;;;;;;;0;0;;;;;;;;;;;0;0;;;;;;;;;;;1 309 790 000;1 137 153 000;;;;;;;;;;;321 766 000;311 277 000;;;;;;;;;;;23 037 000;23 037 000;;;;;;;;;;;703 669 000;549 493 000;;;;;;;;;;;0;0;;;;;;;;;;;0;0;;;;;;;;;;;3 453 743 000;4 448 387 000;;;;;;;;;;;-2 335 025 000;-3 343 191 000;;;;;;;;;;;26,13%;33,94%;;;;;;;;;;;222,06%;221,41%;;;;;;;;;;;20,04%;31,69%;;;;;;;;;;;-0,42%;-1,36%;;;;;;;;;;;-3,79%;-15,11%;;;;;;;;;;
25;ПЕРВОМАЙСКИЙ (ПАО), БАНК;В состоянии банкротства;040349715;-6 556 000;6 766 000;13 702 000;7 773 000;12 163 000;14 102 000;-187 453 000;-177 607 000;-167 669 000;;;;285 000;0;7 000;21 000;248 000;339 000;887 000;189 000;0;;;;0;0;114 693 000;0;0;0;13 616 000;0;0;;;;9 500 375 000;9 618 938 000;9 651 393 000;9 662 210 000;9 804 540 000;9 454 161 000;9 059 690 000;8 672 321 000;8 115 286 000;;;;1 568 076 000;1 627 335 000;1 504 034 000;1 414 455 000;1 513 292 000;1 511 060 000;1 499 548 000;1 510 754 000;1 493 990 000;;;;157 267 000;158 047 000;165 167 000;162 407 000;161 392 000;153 819 000;140 441 000;136 396 000;136 784 000;;;;7 743 360 000;7 793 027 000;7 954 047 000;8 062 966 000;8 103 457 000;7 764 360 000;7 396 773 000;6 988 757 000;6 453 896 000;;;;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;;;;1 472 711 000;1 457 629 000;1 466 878 000;1 475 849 000;1 450 161 000;1 453 604 000;1 530 680 000;1 530 610 000;1 548 015 000;;;;994 130 000;1 010 182 000;1 021 718 000;1 017 195 000;1 025 485 000;1 029 743 000;831 194 000;828 657 000;839 038 000;;;;17,05%;16,74%;16,46%;16,28%;17,40%;17,49%;17,77%;18,05%;18,05%;;;;100,08%;130,77%;131,66%;132,81%;123,04%;123,49%;120,57%;120,06%;111,77%;;;;26,06%;25,98%;25,21%;24,73%;26,45%;26,71%;23,66%;24,16%;24,13%;;;;0,16%;0,16%;0,17%;0,17%;0,18%;0,19%;0,20%;0,12%;-0,03%;;;;2,02%;2,01%;2,09%;2,17%;2,23%;2,31%;2,40%;1,49%;-0,40%;;;
