Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;2015 - 2мес., Чистые активы, RUB;2015 - 3мес., Чистые активы, RUB;2015 - 4мес., Чистые активы, RUB;2015 - 5мес., Чистые активы, RUB;2015 - 6мес., Чистые активы, RUB;2015 - 7мес., Чистые активы, RUB;2015 - 8мес., Чистые активы, RUB;2015 - 9мес., Чистые активы, RUB;2015 - 10мес., Чистые активы, RUB;2015 - 11мес., Чистые активы, RUB;2015 - 12мес., Чистые активы, RUB;2016 - 1мес., Чистые активы, RUB;2015 - 2мес., Счета в Банке России, RUB;2015 - 3мес., Счета в Банке России, RUB;2015 - 4мес., Счета в Банке России, RUB;2015 - 5мес., Счета в Банке России, RUB;2015 - 6мес., Счета в Банке России, RUB;2015 - 7мес., Счета в Банке России, RUB;2015 - 8мес., Счета в Банке России, RUB;2015 - 9мес., Счета в Банке России, RUB;2015 - 10мес., Счета в Банке России, RUB;2015 - 11мес., Счета в Банке России, RUB;2015 - 12мес., Счета в Банке России, RUB;2016 - 1мес., Счета в Банке России, RUB;2015 - 2мес., Коррсчета (НОСТРО), RUB;2015 - 3мес., Коррсчета (НОСТРО), RUB;2015 - 4мес., Коррсчета (НОСТРО), RUB;2015 - 5мес., Коррсчета (НОСТРО), RUB;2015 - 6мес., Коррсчета (НОСТРО), RUB;2015 - 7мес., Коррсчета (НОСТРО), RUB;2015 - 8мес., Коррсчета (НОСТРО), RUB;2015 - 9мес., Коррсчета (НОСТРО), RUB;2015 - 10мес., Коррсчета (НОСТРО), RUB;2015 - 11мес., Коррсчета (НОСТРО), RUB;2015 - 12мес., Коррсчета (НОСТРО), RUB;2016 - 1мес., Коррсчета (НОСТРО), RUB;2015 - 2мес., Ценные бумаги, RUB;2015 - 3мес., Ценные бумаги, RUB;2015 - 4мес., Ценные бумаги, RUB;2015 - 5мес., Ценные бумаги, RUB;2015 - 6мес., Ценные бумаги, RUB;2015 - 7мес., Ценные бумаги, RUB;2015 - 8мес., Ценные бумаги, RUB;2015 - 9мес., Ценные бумаги, RUB;2015 - 10мес., Ценные бумаги, RUB;2015 - 11мес., Ценные бумаги, RUB;2015 - 12мес., Ценные бумаги, RUB;2016 - 1мес., Ценные бумаги, RUB;2015 - 2мес., Кредиты, RUB;2015 - 3мес., Кредиты, RUB;2015 - 4мес., Кредиты, RUB;2015 - 5мес., Кредиты, RUB;2015 - 6мес., Кредиты, RUB;2015 - 7мес., Кредиты, RUB;2015 - 8мес., Кредиты, RUB;2015 - 9мес., Кредиты, RUB;2015 - 10мес., Кредиты, RUB;2015 - 11мес., Кредиты, RUB;2015 - 12мес., Кредиты, RUB;2016 - 1мес., Кредиты, RUB;2015 - 2мес., Кредиты организациям, RUB;2015 - 3мес., Кредиты организациям, RUB;2015 - 4мес., Кредиты организациям, RUB;2015 - 5мес., Кредиты организациям, RUB;2015 - 6мес., Кредиты организациям, RUB;2015 - 7мес., Кредиты организациям, RUB;2015 - 8мес., Кредиты организациям, RUB;2015 - 9мес., Кредиты организациям, RUB;2015 - 10мес., Кредиты организациям, RUB;2015 - 11мес., Кредиты организациям, RUB;2015 - 12мес., Кредиты организациям, RUB;2016 - 1мес., Кредиты организациям, RUB;2015 - 2мес., Кредиты физическим лицам, RUB;2015 - 3мес., Кредиты физическим лицам, RUB;2015 - 4мес., Кредиты физическим лицам, RUB;2015 - 5мес., Кредиты физическим лицам, RUB;2015 - 6мес., Кредиты физическим лицам, RUB;2015 - 7мес., Кредиты физическим лицам, RUB;2015 - 8мес., Кредиты физическим лицам, RUB;2015 - 9мес., Кредиты физическим лицам, RUB;2015 - 10мес., Кредиты физическим лицам, RUB;2015 - 11мес., Кредиты физическим лицам, RUB;2015 - 12мес., Кредиты физическим лицам, RUB;2016 - 1мес., Кредиты физическим лицам, RUB;2015 - 2мес., Кредиты другим банкам (МБК), RUB;2015 - 3мес., Кредиты другим банкам (МБК), RUB;2015 - 4мес., Кредиты другим банкам (МБК), RUB;2015 - 5мес., Кредиты другим банкам (МБК), RUB;2015 - 6мес., Кредиты другим банкам (МБК), RUB;2015 - 7мес., Кредиты другим банкам (МБК), RUB;2015 - 8мес., Кредиты другим банкам (МБК), RUB;2015 - 9мес., Кредиты другим банкам (МБК), RUB;2015 - 10мес., Кредиты другим банкам (МБК), RUB;2015 - 11мес., Кредиты другим банкам (МБК), RUB;2015 - 12мес., Кредиты другим банкам (МБК), RUB;2016 - 1мес., Кредиты другим банкам (МБК), RUB;2015 - 2мес., Основные средства, RUB;2015 - 3мес., Основные средства, RUB;2015 - 4мес., Основные средства, RUB;2015 - 5мес., Основные средства, RUB;2015 - 6мес., Основные средства, RUB;2015 - 7мес., Основные средства, RUB;2015 - 8мес., Основные средства, RUB;2015 - 9мес., Основные средства, RUB;2015 - 10мес., Основные средства, RUB;2015 - 11мес., Основные средства, RUB;2015 - 12мес., Основные средства, RUB;2016 - 1мес., Основные средства, RUB;2015 - 2мес., Учтённые векселя, RUB;2015 - 3мес., Учтённые векселя, RUB;2015 - 4мес., Учтённые векселя, RUB;2015 - 5мес., Учтённые векселя, RUB;2015 - 6мес., Учтённые векселя, RUB;2015 - 7мес., Учтённые векселя, RUB;2015 - 8мес., Учтённые векселя, RUB;2015 - 9мес., Учтённые векселя, RUB;2015 - 10мес., Учтённые векселя, RUB;2015 - 11мес., Учтённые векселя, RUB;2015 - 12мес., Учтённые векселя, RUB;2016 - 1мес., Учтённые векселя, RUB
22;БУМ-БАНК , ООО;1137;"КОММЕРЧЕСКИЙ БАНК ""БУМ-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";360004, Кабардино-Балкарская респ., г. Нальчик, ул. Ногмова, д. 62;Березуцкий Георгий Петрович;10.12.1990;28,0;;В состоянии банкротства;048327749;Кабардино-Балкарская Республика;Общества с ограниченной ответственностью;Смешанная российская собственность с долей собственности субъектов Российской Федерации;169 000 000;Отозвана Генеральная лицензия на осуществление банковских операций от 01.06.2018;2 138 705 000;2 090 389 000;2 098 129 000;2 086 342 000;2 139 736 000;2 170 061 000;2 165 009 000;2 109 429 000;2 116 020 000;2 087 817 000;2 144 302 000;2 120 555 000;68 399 000;58 586 000;53 085 000;63 790 000;52 527 000;60 955 000;59 239 000;51 645 000;54 423 000;45 107 000;90 526 000;55 970 000;40 134 000;34 642 000;32 458 000;24 078 000;42 143 000;26 094 000;42 594 000;40 783 000;39 051 000;49 519 000;66 768 000;58 680 000;21 115 000;50 487 000;52 809 000;54 737 000;60 462 000;59 023 000;58 292 000;23 160 000;20 519 000;16 828 000;21 817 000;20 868 000;1 427 096 000;1 409 105 000;1 433 615 000;1 416 349 000;1 443 971 000;1 482 445 000;1 451 240 000;1 430 994 000;1 450 298 000;1 416 683 000;1 396 630 000;1 435 499 000;939 109 000;931 544 000;935 377 000;936 879 000;939 860 000;970 892 000;966 043 000;952 707 000;949 037 000;942 970 000;940 719 000;939 723 000;420 946 000;419 600 000;422 465 000;415 682 000;413 226 000;408 573 000;410 993 000;419 090 000;431 135 000;429 537 000;453 212 000;460 276 000;67 041 000;57 961 000;75 773 000;63 788 000;90 885 000;102 980 000;74 204 000;59 197 000;70 126 000;44 176 000;2 699 000;35 500 000;357 259 000;356 817 000;353 662 000;353 117 000;351 863 000;347 248 000;345 920 000;354 167 000;352 698 000;351 446 000;349 961 000;229 995 000;0;0;0;0;0;0;0;0;0;0;0;0
23;БАНКИРСКИЙ ДОМ, АО АКБ;2928;"АКЦИОНЕРНОЕ ОБЩЕСТВО АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""БАНКИРСКИЙ ДОМ""";197046, г. Санкт-Петербург, ул. Малая Посадская, д. 16 литера А, пом. 6Н;Шубин Герман Александрович;27.06.1994;24,5;;В состоянии банкротства;044030892;Санкт-Петербург;Непубличные акционерные общества;Совместная частная и иностранная собственность;3 670 000;Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 03.03.2016;3 068 527 000;3 204 828 000;3 175 648 000;3 393 308 000;3 461 393 000;3 468 927 000;3 573 343 000;3 637 959 000;3 608 966 000;3 649 410 000;3 686 959 000;3 704 457 000;180 996 000;197 121 000;184 918 000;225 374 000;341 711 000;279 444 000;219 509 000;216 221 000;204 261 000;134 455 000;115 529 000;113 200 000;155 737 000;168 865 000;138 427 000;158 106 000;76 473 000;185 483 000;176 985 000;171 508 000;150 174 000;127 702 000;83 083 000;63 910 000;90 000;90 000;90 000;90 000;90 000;90 000;90 000;90 000;90 000;90 000;90 000;90 000;1 143 711 000;1 124 530 000;1 192 808 000;1 150 388 000;1 251 462 000;1 189 317 000;1 251 041 000;1 328 549 000;1 363 953 000;1 540 547 000;1 678 222 000;1 641 224 000;62 010 000;57 335 000;51 053 000;52 118 000;75 013 000;75 013 000;75 013 000;75 013 000;75 013 000;75 013 000;75 013 000;75 013 000;1 081 701 000;1 067 195 000;1 041 755 000;1 038 270 000;1 066 449 000;1 114 304 000;1 176 028 000;1 253 536 000;1 288 940 000;1 405 534 000;1 603 209 000;1 566 211 000;0;0;100 000 000;60 000 000;110 000 000;0;0;0;0;60 000 000;0;0;301 713 000;281 401 000;300 243 000;300 995 000;300 315 000;275 090 000;274 775 000;273 667 000;272 537 000;271 651 000;270 202 000;266 794 000;0;0;0;0;0;0;0;0;0;0;0;0
24;ВВБ, ПАО БАНК;1093;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО БАНК ""ВВБ""";299011, г. Севастополь, ул. 4-Я Бастионная, д. 3А;Вершинин Вадим Виссарионович;05.12.1990;28,0;;В состоянии банкротства;046711106;Севастополь;Публичные акционерные общества;Частная собственность;974 835 040;Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 09.04.2018;2 139 315 000;2 274 845 000;2 280 161 000;2 334 860 000;2 435 461 000;2 440 739 000;2 476 259 000;2 563 295 000;3 210 247 000;3 301 200 000;3 601 478 000;3 282 689 000;341 289 000;158 109 000;173 408 000;406 046 000;366 756 000;199 042 000;105 496 000;56 251 000;161 086 000;191 973 000;456 035 000;301 063 000;240 005 000;588 905 000;475 154 000;604 376 000;492 594 000;541 606 000;270 914 000;221 542 000;116 486 000;102 630 000;76 873 000;46 944 000;0;0;0;0;0;0;0;0;0;0;0;0;1 021 408 000;1 012 275 000;1 104 539 000;813 676 000;1 061 924 000;1 187 872 000;1 570 366 000;1 757 728 000;1 514 714 000;1 675 684 000;1 633 501 000;1 613 970 000;362 063 000;365 678 000;382 421 000;397 927 000;432 400 000;376 127 000;682 001 000;753 283 000;733 857 000;534 464 000;524 770 000;520 894 000;19 758 000;19 145 000;18 638 000;20 383 000;20 710 000;20 124 000;19 337 000;20 612 000;42 404 000;43 379 000;43 013 000;42 223 000;420 958 000;420 907 000;545 802 000;320 822 000;551 833 000;551 948 000;222 195 000;2 187 000;2 125 000;2 187 000;2 625 000;1 956 000;151 300 000;151 230 000;151 452 000;152 229 000;152 239 000;152 247 000;152 089 000;152 444 000;518 176 000;518 550 000;518 125 000;168 487 000;0;0;0;0;0;0;0;0;0;0;0;0
25;ПЕРВОМАЙСКИЙ (ПАО), БАНК;518;"БАНК ""ПЕРВОМАЙСКИЙ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";350020, Краснодарский кр., г. Краснодар, ул. Красная, д. 139;Королёв Григорий Евгеньевич;19.10.1990;28,0;;В состоянии банкротства;040349715;Краснодарский край;Публичные акционерные общества;Частная собственность;332 610 000;Отозвана Генеральная лицензия на осуществление банковских операций от 23.11.2018;11 935 349 000;11 708 589 000;10 940 079 000;10 840 881 000;10 870 396 000;11 298 549 000;11 487 248 000;11 614 992 000;11 542 882 000;11 708 736 000;11 544 771 000;11 539 037 000;1 120 257 000;1 308 545 000;549 319 000;308 209 000;382 712 000;304 877 000;492 342 000;336 846 000;515 150 000;486 224 000;1 971 901 000;287 766 000;153 813 000;170 510 000;163 665 000;147 729 000;70 603 000;249 966 000;180 827 000;247 473 000;224 606 000;263 853 000;361 984 000;344 532 000;460 706 000;461 411 000;444 889 000;385 587 000;376 361 000;368 627 000;370 248 000;331 687 000;312 909 000;316 370 000;317 093 000;267 773 000;7 638 582 000;7 632 501 000;7 507 154 000;7 773 220 000;7 585 169 000;8 122 157 000;7 924 135 000;8 313 239 000;8 279 902 000;8 342 154 000;6 723 462 000;8 486 201 000;1 032 753 000;1 103 538 000;1 036 854 000;1 107 996 000;1 276 439 000;1 191 503 000;1 201 141 000;1 223 103 000;1 269 461 000;1 235 763 000;1 333 293 000;1 381 640 000;6 369 470 000;6 297 026 000;6 102 581 000;6 093 802 000;5 715 229 000;5 577 145 000;5 434 262 000;5 339 822 000;5 301 280 000;5 272 478 000;5 076 037 000;4 981 023 000;18 382 000;17 539 000;165 511 000;365 891 000;366 657 000;1 116 386 000;1 061 626 000;1 520 094 000;1 469 545 000;1 589 862 000;50 000 000;1 903 108 000;175 641 000;158 442 000;188 777 000;170 926 000;168 789 000;167 239 000;184 895 000;181 440 000;174 947 000;174 041 000;173 268 000;134 733 000;0;0;0;0;0;0;0;0;0;0;0;0
26;РОСКОМСНАББАНК (ПАО);1398;РОСКОМСНАББАНК (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО);450076, Башкортостан респ., г. Уфа, ул. Гафури, д. 54;Попов Андрей Васильевич;10.05.1994;24,5;;В состоянии банкротства;048073842;Башкортостан (Республика);Публичные акционерные общества;Частная собственность;921 100 000;Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 07.03.2019;15 445 713 000;15 506 490 000;16 248 751 000;16 696 216 000;17 180 202 000;19 427 374 000;20 050 809 000;20 507 143 000;21 610 058 000;22 724 653 000;23 709 145 000;23 558 705 000;505 266 000;397 766 000;513 468 000;434 159 000;422 699 000;490 839 000;469 919 000;522 583 000;665 856 000;610 824 000;3 034 855 000;692 365 000;81 930 000;81 479 000;69 674 000;72 755 000;55 567 000;44 811 000;55 553 000;50 850 000;50 072 000;43 314 000;93 632 000;93 763 000;290 071 000;191 358 000;202 403 000;204 194 000;177 503 000;159 204 000;159 775 000;154 858 000;163 923 000;116 362 000;146 574 000;144 920 000;10 316 460 000;10 519 758 000;11 055 451 000;10 940 138 000;10 911 437 000;12 340 334 000;12 148 727 000;12 889 281 000;14 051 972 000;14 766 281 000;14 831 642 000;14 692 418 000;8 990 820 000;9 214 938 000;9 778 992 000;9 699 983 000;9 693 304 000;11 146 222 000;10 960 720 000;11 728 468 000;12 893 051 000;13 524 495 000;13 563 252 000;13 494 113 000;1 058 530 000;1 052 285 000;1 029 669 000;993 208 000;970 689 000;946 814 000;941 807 000;914 657 000;914 772 000;997 421 000;1 023 238 000;952 882 000;30 655 000;16 142 000;10 467 000;10 699 000;11 166 000;11 801 000;10 706 000;10 671 000;8 667 000;8 889 000;9 680 000;9 953 000;698 352 000;680 607 000;679 606 000;676 912 000;566 597 000;566 534 000;562 005 000;559 980 000;598 858 000;600 006 000;594 467 000;501 047 000;90 260 000;0;0;0;500 000;0;0;0;0;0;0;0
27;ПИР БАНК, ООО;2655;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БАНК ПРОМЫШЛЕННО-ИНВЕСТИЦИОННЫХ РАСЧЕТОВ;121099, г. Москва, бульвар Новинский, д. 3 корп. 1(Бизнес-центр «Новинский»);Леванов Виталий Алексеевич;20.01.1994;25,0;;В состоянии банкротства;044525491;Москва;Общества с ограниченной ответственностью;Частная собственность;750 000 000;Отозвана Генеральная лицензия на осуществление банковских операций от 12.10.2018;8 717 186 000;8 594 258 000;8 028 657 000;8 250 533 000;8 375 418 000;8 000 731 000;8 714 379 000;8 901 336 000;8 663 115 000;8 489 332 000;9 486 813 000;9 602 750 000;260 711 000;230 139 000;246 031 000;330 385 000;140 539 000;181 352 000;150 040 000;263 508 000;361 618 000;250 464 000;254 941 000;247 073 000;655 119 000;1 061 435 000;762 236 000;973 156 000;968 326 000;932 331 000;1 189 498 000;1 347 542 000;962 496 000;567 232 000;1 225 998 000;989 452 000;51 706 000;51 621 000;52 065 000;52 495 000;52 395 000;52 825 000;117 808 000;118 431 000;590 665 000;752 433 000;776 599 000;894 165 000;6 130 394 000;6 185 614 000;5 227 066 000;5 149 932 000;5 365 954 000;5 358 426 000;5 493 901 000;5 219 957 000;5 176 482 000;5 438 007 000;5 627 458 000;5 763 172 000;1 409 731 000;1 346 960 000;1 303 290 000;1 259 767 000;1 260 024 000;1 345 534 000;1 508 904 000;1 483 620 000;1 448 346 000;1 553 947 000;1 474 309 000;1 445 730 000;3 772 102 000;3 778 643 000;2 758 665 000;2 768 036 000;2 847 539 000;2 950 117 000;2 760 287 000;2 662 291 000;2 805 249 000;2 856 279 000;3 012 009 000;3 119 702 000;804 630 000;922 243 000;1 050 775 000;1 006 493 000;1 136 115 000;939 007 000;1 085 233 000;935 075 000;788 255 000;888 804 000;988 225 000;1 035 416 000;5 933 000;5 936 000;826 886 000;826 681 000;826 612 000;826 466 000;1 096 389 000;1 097 100 000;1 062 302 000;1 062 465 000;1 091 635 000;5 654 000;0;0;0;0;0;0;0;0;38 350 000;38 350 000;0;0
28;ГЕЛЕНДЖИК-БАНК, ПАО;790;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГЕЛЕНДЖИК-БАНК""";353460, Краснодарский кр., г. Геленджик, ул. Островского, д. 31;Корнев Анатолий Анатольевич;14.11.1990;28,0;;В состоянии банкротства;040395950;Краснодарский край;Публичные акционерные общества;Частная собственность;12 740 000;Отозвана Генеральная лицензия на осуществление банковских операций от 17.07.2015;1 379 427 000;1 428 172 000;1 448 640 000;1 433 234 000;2 565 731 000;;;;;;;;63 259 000;68 551 000;132 821 000;98 715 000;1 112 815 000;;;;;;;;4 750 000;4 164 000;13 758 000;5 820 000;10 277 000;;;;;;;;264 432 000;266 285 000;268 499 000;274 338 000;355 679 000;;;;;;;;892 181 000;923 429 000;820 771 000;895 479 000;922 857 000;;;;;;;;628 938 000;665 040 000;573 408 000;660 604 000;695 042 000;;;;;;;;225 192 000;233 014 000;232 162 000;219 867 000;212 957 000;;;;;;;;12 000 000;12 000 000;12 000 000;12 000 000;12 000 000;;;;;;;;91 058 000;90 782 000;90 886 000;90 828 000;90 651 000;;;;;;;;0;0;0;0;88 988 000;;;;;;;
29;АКСОНБАНК, ООО КБ;680;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""АКСОНБАНК""";156961, Костромская обл., г. Кострома, проспект Мира, д. 55;Морсков Дмитрий Геннадьевич;01.11.1990;28,0;;В состоянии банкротства;043469714;Костромская область;Общества с ограниченной ответственностью;Частная собственность;381 402 400;Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 17.09.2018;3 121 540 000;3 276 493 000;3 273 553 000;3 410 462 000;3 559 983 000;3 464 459 000;3 379 782 000;3 378 881 000;3 513 012 000;3 690 789 000;3 796 389 000;3 798 605 000;227 901 000;203 601 000;116 094 000;128 876 000;225 406 000;165 928 000;262 524 000;239 548 000;269 720 000;167 377 000;179 029 000;96 939 000;31 078 000;38 252 000;38 686 000;31 413 000;42 924 000;33 890 000;49 946 000;27 879 000;29 770 000;256 140 000;329 997 000;504 402 000;168 982 000;223 136 000;225 249 000;227 582 000;229 192 000;210 500 000;143 974 000;88 222 000;187 024 000;216 445 000;170 719 000;172 564 000;2 441 119 000;2 557 986 000;2 657 180 000;2 756 703 000;2 806 522 000;2 846 653 000;2 695 329 000;2 798 569 000;2 819 018 000;2 829 565 000;2 832 595 000;2 792 722 000;1 297 904 000;1 385 141 000;1 351 696 000;1 447 265 000;1 504 401 000;1 454 380 000;1 509 868 000;1 479 047 000;1 482 983 000;1 448 574 000;1 384 369 000;1 356 349 000;928 285 000;925 810 000;943 685 000;952 590 000;975 189 000;1 005 220 000;1 008 147 000;1 042 217 000;1 045 668 000;1 053 686 000;1 067 950 000;1 056 437 000;212 132 000;247 035 000;361 799 000;351 843 000;326 932 000;387 053 000;177 314 000;277 305 000;277 240 000;327 305 000;379 995 000;379 667 000;72 161 000;72 091 000;71 690 000;71 130 000;72 510 000;35 585 000;35 391 000;33 691 000;16 749 000;16 368 000;16 443 000;18 011 000;0;0;0;0;0;0;0;0;0;0;0;0
30;КАМЧАТКОМАГРОПРОМБАНК, ПАО;545;"АКЦИОНЕРНЫЙ КАМЧАТСКИЙ КОММЕРЧЕСКИЙ АГРОПРОМБАНК ""КАМЧАТКОМАГРОПРОМБАНК"" ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО";683031, Камчатский кр., г. Петропавловск-Камчатский, проспект Карла Маркса, д. 23;Лысенко Татьяна Александровна;22.10.1990;28,0;;В состоянии банкротства;043002711;Камчатский край;Публичные акционерные общества;Смешанная российская собственность с долей федеральной собственности;10 000 000;Отозвана Генеральная лицензия на осуществление банковских операций от 31.01.2019;3 652 210 000;3 551 246 000;3 702 938 000;3 395 671 000;3 524 430 000;3 275 183 000;3 544 386 000;4 088 081 000;4 098 897 000;4 253 940 000;3 832 568 000;3 864 374 000;120 751 000;342 957 000;117 977 000;134 184 000;240 139 000;105 781 000;382 036 000;430 337 000;173 557 000;724 576 000;1 227 186 000;1 501 876 000;544 316 000;620 784 000;611 259 000;381 322 000;485 158 000;272 398 000;393 518 000;821 328 000;766 440 000;1 036 268 000;577 249 000;608 142 000;198 522 000;163 585 000;151 037 000;151 818 000;162 012 000;148 834 000;139 915 000;138 960 000;83 639 000;83 819 000;72 889 000;73 493 000;2 390 263 000;2 050 479 000;2 405 512 000;2 318 480 000;2 231 060 000;2 398 660 000;2 231 098 000;2 258 395 000;2 719 557 000;2 048 192 000;1 607 407 000;1 334 223 000;1 252 109 000;1 478 504 000;1 592 499 000;1 683 249 000;1 738 186 000;1 759 279 000;1 663 658 000;1 722 757 000;1 498 376 000;1 290 619 000;1 185 742 000;1 218 185 000;100 798 000;95 910 000;88 247 000;41 769 000;57 244 000;68 552 000;78 166 000;79 192 000;78 274 000;86 316 000;84 181 000;80 118 000;1 000 000 000;440 000 000;690 000 000;560 000 000;399 000 000;535 000 000;445 000 000;410 000 000;1 100 000 000;630 000 000;300 000 000;0;87 778 000;88 194 000;88 009 000;86 986 000;87 523 000;83 287 000;82 432 000;78 314 000;76 194 000;77 606 000;51 159 000;53 142 000;0;0;0;0;0;0;0;0;0;0;0;0
31;ГАЗБАНК, АО АКБ;2316;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ГАЗБАНК""";443100, Самарская обл., г. Самара, ул. Молодогвардейская, д. 224(Торгово-офисный центр);Нерусин Павел Иванович;28.01.1993;26,0;;В состоянии банкротства;043601863;Самарская область;Непубличные акционерные общества;Частная собственность;1 998 176 070;Отозвана Генеральная лицензия на осуществление банковских операций от 11.07.2018;33 733 262 000;33 568 961 000;32 735 362 000;33 280 021 000;29 083 808 000;28 229 376 000;28 924 812 000;28 503 649 000;28 506 876 000;29 326 028 000;30 554 591 000;30 912 591 000;760 834 000;803 386 000;926 187 000;1 279 118 000;608 635 000;720 402 000;766 296 000;580 589 000;649 720 000;696 331 000;1 032 171 000;1 226 498 000;1 315 502 000;1 754 619 000;1 314 635 000;1 512 013 000;613 895 000;868 772 000;1 433 147 000;899 230 000;878 053 000;1 394 942 000;1 918 445 000;2 193 656 000;3 502 772 000;3 047 617 000;2 891 949 000;2 941 430 000;3 019 695 000;2 977 686 000;3 182 448 000;3 140 978 000;3 092 876 000;3 091 734 000;3 251 512 000;3 189 142 000;23 552 082 000;23 351 229 000;22 966 704 000;22 994 373 000;19 304 698 000;19 179 651 000;18 958 049 000;19 145 027 000;19 180 441 000;19 347 387 000;18 983 038 000;18 851 570 000;14 125 919 000;14 042 129 000;13 806 035 000;13 462 436 000;13 597 261 000;13 515 118 000;13 296 121 000;13 706 609 000;13 786 836 000;13 966 344 000;13 220 168 000;13 328 998 000;8 181 239 000;8 072 168 000;7 930 017 000;7 904 291 000;4 462 297 000;4 404 400 000;4 427 484 000;4 237 401 000;4 197 594 000;4 180 274 000;4 066 608 000;4 026 316 000;240 000 000;240 000 000;240 000 000;640 000 000;270 000 000;290 000 000;270 000 000;240 000 000;240 000 000;240 000 000;740 000 000;540 000 000;2 021 728 000;1 999 526 000;2 005 821 000;1 983 976 000;2 034 165 000;2 046 678 000;2 023 852 000;2 089 326 000;2 092 448 000;2 134 936 000;2 264 274 000;969 206 000;0;0;0;0;0;0;0;0;0;0;0;0
32;ДОНХЛЕББАНК, ПАО;2285;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДОНХЛЕББАНК""";344082, Ростовская обл., г. Ростов-На-Дону, ул. Шаумяна, д. 36 А;Васильев Дмитрий Владимирович;30.03.1993;26,0;;В состоянии банкротства;046015761;Ростовская область;Публичные акционерные общества;Частная собственность;180 000 000;Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 21.12.2018;2 589 786 000;2 389 207 000;2 693 287 000;2 868 317 000;3 053 302 000;3 226 874 000;3 363 879 000;3 440 954 000;3 330 104 000;3 572 771 000;3 709 857 000;3 618 443 000;214 817 000;230 583 000;469 903 000;550 675 000;690 932 000;904 210 000;714 195 000;1 064 646 000;922 562 000;1 288 576 000;1 346 147 000;1 217 526 000;146 975 000;35 958 000;39 037 000;41 300 000;27 200 000;25 801 000;342 142 000;129 770 000;154 293 000;18 413 000;21 639 000;7 744 000;18 141 000;18 377 000;41 897 000;42 455 000;42 996 000;43 554 000;44 112 000;44 653 000;45 211 000;45 752 000;39 726 000;40 136 000;1 757 539 000;1 723 836 000;1 799 726 000;1 875 105 000;1 920 287 000;1 921 966 000;1 890 194 000;1 834 640 000;1 862 848 000;1 852 214 000;1 960 358 000;2 002 264 000;963 341 000;907 785 000;889 145 000;893 648 000;894 797 000;892 352 000;869 381 000;823 841 000;864 911 000;860 792 000;975 535 000;1 024 693 000;794 198 000;816 051 000;910 581 000;981 457 000;1 025 490 000;1 029 614 000;1 020 813 000;1 010 799 000;997 937 000;991 422 000;984 823 000;977 571 000;0;0;0;0;0;0;0;0;0;0;0;0;239 967 000;205 516 000;205 155 000;204 697 000;206 190 000;206 316 000;204 549 000;203 818 000;204 147 000;203 623 000;204 401 000;203 904 000;16 872 000;17 108 000;40 628 000;41 186 000;41 727 000;42 285 000;42 843 000;43 384 000;43 942 000;44 483 000;38 457 000;38 993 000
