Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Важная информация;2015 - 2мес., Чистые активы, RUB;2015 - 3мес., Чистые активы, RUB;2015 - 4мес., Чистые активы, RUB;2015 - 5мес., Чистые активы, RUB;2015 - 6мес., Чистые активы, RUB;2015 - 7мес., Чистые активы, RUB;2015 - 8мес., Чистые активы, RUB;2015 - 9мес., Чистые активы, RUB;2015 - 10мес., Чистые активы, RUB;2015 - 11мес., Чистые активы, RUB;2015 - 12мес., Чистые активы, RUB;2016 - 1мес., Чистые активы, RUB;2015 - 2мес., Счета в Банке России, RUB;2015 - 3мес., Счета в Банке России, RUB;2015 - 4мес., Счета в Банке России, RUB;2015 - 5мес., Счета в Банке России, RUB;2015 - 6мес., Счета в Банке России, RUB;2015 - 7мес., Счета в Банке России, RUB;2015 - 8мес., Счета в Банке России, RUB;2015 - 9мес., Счета в Банке России, RUB;2015 - 10мес., Счета в Банке России, RUB;2015 - 11мес., Счета в Банке России, RUB;2015 - 12мес., Счета в Банке России, RUB;2016 - 1мес., Счета в Банке России, RUB;2015 - 2мес., Коррсчета (НОСТРО), RUB;2015 - 3мес., Коррсчета (НОСТРО), RUB;2015 - 4мес., Коррсчета (НОСТРО), RUB;2015 - 5мес., Коррсчета (НОСТРО), RUB;2015 - 6мес., Коррсчета (НОСТРО), RUB;2015 - 7мес., Коррсчета (НОСТРО), RUB;2015 - 8мес., Коррсчета (НОСТРО), RUB;2015 - 9мес., Коррсчета (НОСТРО), RUB;2015 - 10мес., Коррсчета (НОСТРО), RUB;2015 - 11мес., Коррсчета (НОСТРО), RUB;2015 - 12мес., Коррсчета (НОСТРО), RUB;2016 - 1мес., Коррсчета (НОСТРО), RUB;2015 - 2мес., Ценные бумаги, RUB;2015 - 3мес., Ценные бумаги, RUB;2015 - 4мес., Ценные бумаги, RUB;2015 - 5мес., Ценные бумаги, RUB;2015 - 6мес., Ценные бумаги, RUB;2015 - 7мес., Ценные бумаги, RUB;2015 - 8мес., Ценные бумаги, RUB;2015 - 9мес., Ценные бумаги, RUB;2015 - 10мес., Ценные бумаги, RUB;2015 - 11мес., Ценные бумаги, RUB;2015 - 12мес., Ценные бумаги, RUB;2016 - 1мес., Ценные бумаги, RUB;2015 - 2мес., Кредиты, RUB;2015 - 3мес., Кредиты, RUB;2015 - 4мес., Кредиты, RUB;2015 - 5мес., Кредиты, RUB;2015 - 6мес., Кредиты, RUB;2015 - 7мес., Кредиты, RUB;2015 - 8мес., Кредиты, RUB;2015 - 9мес., Кредиты, RUB;2015 - 10мес., Кредиты, RUB;2015 - 11мес., Кредиты, RUB;2015 - 12мес., Кредиты, RUB;2016 - 1мес., Кредиты, RUB;2015 - 2мес., Кредиты организациям, RUB;2015 - 3мес., Кредиты организациям, RUB;2015 - 4мес., Кредиты организациям, RUB;2015 - 5мес., Кредиты организациям, RUB;2015 - 6мес., Кредиты организациям, RUB;2015 - 7мес., Кредиты организациям, RUB;2015 - 8мес., Кредиты организациям, RUB;2015 - 9мес., Кредиты организациям, RUB;2015 - 10мес., Кредиты организациям, RUB;2015 - 11мес., Кредиты организациям, RUB;2015 - 12мес., Кредиты организациям, RUB;2016 - 1мес., Кредиты организациям, RUB;2015 - 2мес., Кредиты физическим лицам, RUB;2015 - 3мес., Кредиты физическим лицам, RUB;2015 - 4мес., Кредиты физическим лицам, RUB;2015 - 5мес., Кредиты физическим лицам, RUB;2015 - 6мес., Кредиты физическим лицам, RUB;2015 - 7мес., Кредиты физическим лицам, RUB;2015 - 8мес., Кредиты физическим лицам, RUB;2015 - 9мес., Кредиты физическим лицам, RUB;2015 - 10мес., Кредиты физическим лицам, RUB;2015 - 11мес., Кредиты физическим лицам, RUB;2015 - 12мес., Кредиты физическим лицам, RUB;2016 - 1мес., Кредиты физическим лицам, RUB;2015 - 2мес., Кредиты другим банкам (МБК), RUB;2015 - 3мес., Кредиты другим банкам (МБК), RUB;2015 - 4мес., Кредиты другим банкам (МБК), RUB;2015 - 5мес., Кредиты другим банкам (МБК), RUB;2015 - 6мес., Кредиты другим банкам (МБК), RUB;2015 - 7мес., Кредиты другим банкам (МБК), RUB;2015 - 8мес., Кредиты другим банкам (МБК), RUB;2015 - 9мес., Кредиты другим банкам (МБК), RUB;2015 - 10мес., Кредиты другим банкам (МБК), RUB;2015 - 11мес., Кредиты другим банкам (МБК), RUB;2015 - 12мес., Кредиты другим банкам (МБК), RUB;2016 - 1мес., Кредиты другим банкам (МБК), RUB;2015 - 2мес., Основные средства, RUB;2015 - 3мес., Основные средства, RUB;2015 - 4мес., Основные средства, RUB;2015 - 5мес., Основные средства, RUB;2015 - 6мес., Основные средства, RUB;2015 - 7мес., Основные средства, RUB;2015 - 8мес., Основные средства, RUB;2015 - 9мес., Основные средства, RUB;2015 - 10мес., Основные средства, RUB;2015 - 11мес., Основные средства, RUB;2015 - 12мес., Основные средства, RUB;2016 - 1мес., Основные средства, RUB;2015 - 2мес., Учтённые векселя, RUB;2015 - 3мес., Учтённые векселя, RUB;2015 - 4мес., Учтённые векселя, RUB;2015 - 5мес., Учтённые векселя, RUB;2015 - 6мес., Учтённые векселя, RUB;2015 - 7мес., Учтённые векселя, RUB;2015 - 8мес., Учтённые векселя, RUB;2015 - 9мес., Учтённые векселя, RUB;2015 - 10мес., Учтённые векселя, RUB;2015 - 11мес., Учтённые векселя, RUB;2015 - 12мес., Учтённые векселя, RUB;2016 - 1мес., Учтённые векселя, RUB
11;МИГРОС, ОАО КБ;3086;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""МИГРОС""";368100, Дагестан респ, г. Кизилюрт, пер. Почтовый, д. 7;Гаджиев Ахмед Камилович;06.09.1994;24,5;;В состоянии банкротства;048209909;Дагестан (Республика);Публичные акционерные общества;Частная собственность;8 000 000;Отозвана Генеральная лицензия на осуществление банковских операций от 21.12.2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;ВОСТСИБТРАНСКОМБАНК, АО;2731;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОСТОЧНО-СИБИРСКИЙ ТРАНСПОРТНЫЙ КОММЕРЧЕСКИЙ БАНК""";664025, Иркутская обл., г. Иркутск, ул. Бурлова, д. 2;Александров Виталий Сергеевич;04.03.1994;25,0;;В состоянии банкротства;042520849;Иркутская область;Непубличные акционерные общества;Иная смешанная российская собственность;90 000 000;Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 19.10.2018;4 811 029 000;4 870 646 000;4 808 467 000;4 778 242 000;4 805 664 000;4 823 742 000;4 848 613 000;4 768 844 000;4 867 057 000;4 936 848 000;4 754 280 000;4 634 112 000;350 835 000;468 992 000;484 513 000;439 763 000;451 191 000;483 284 000;511 304 000;530 494 000;662 484 000;753 374 000;625 563 000;512 596 000;35 068 000;43 852 000;31 307 000;40 203 000;31 593 000;39 250 000;40 932 000;49 438 000;52 603 000;37 957 000;30 115 000;40 067 000;184 657 000;184 932 000;187 220 000;184 748 000;182 963 000;187 819 000;188 617 000;118 137 000;115 260 000;120 024 000;132 544 000;127 184 000;3 360 583 000;3 322 852 000;3 310 090 000;3 287 064 000;3 274 528 000;3 285 444 000;3 237 901 000;3 214 428 000;3 193 539 000;3 155 462 000;3 121 958 000;3 097 593 000;964 120 000;950 910 000;961 748 000;949 884 000;939 037 000;947 444 000;917 233 000;913 768 000;904 677 000;906 136 000;877 404 000;907 405 000;2 366 124 000;2 341 617 000;2 318 050 000;2 306 882 000;2 305 180 000;2 307 672 000;2 290 303 000;2 270 296 000;2 258 507 000;2 218 962 000;2 214 190 000;2 158 912 000;30 306 000;30 292 000;30 259 000;30 265 000;30 278 000;30 295 000;30 332 000;30 331 000;30 322 000;30 331 000;30 364 000;31 276 000;455 242 000;452 439 000;452 241 000;452 158 000;447 919 000;455 663 000;462 149 000;470 629 000;471 471 000;470 528 000;467 612 000;465 298 000;465 000;0;1 507 000;0;0;0;0;4 038 000;0;4 036 000;4 076 000;4 117 000
13;УССУРИ (АО), БАНК;596;"АКЦИОНЕРНОЕ ОБЩЕСТВО БАНК ""УССУРИ""";"680000, Хабаровский кр., г. Хабаровск, ул. Карла Маркса, д. 96 корп. А(Бизнес-центр ""Новый квартал"")";Исаев Юрий Олегович;18.03.2002;17,0;;В состоянии банкротства;040813700;Хабаровский край;Непубличные акционерные общества;Частная собственность;174 000 000;Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 25.05.2018;3 847 218 000;3 928 217 000;3 959 233 000;4 172 404 000;4 360 335 000;4 433 338 000;4 554 275 000;4 426 620 000;4 470 251 000;4 619 370 000;5 052 839 000;5 019 482 000;100 833 000;269 092 000;89 183 000;75 930 000;66 409 000;125 357 000;237 471 000;213 027 000;320 857 000;361 168 000;356 632 000;119 971 000;48 887 000;34 552 000;53 789 000;52 784 000;22 103 000;23 274 000;66 181 000;43 353 000;47 208 000;43 674 000;49 265 000;31 026 000;95 858 000;67 557 000;60 595 000;33 956 000;33 947 000;93 424 000;122 876 000;111 947 000;43 499 000;132 668 000;137 252 000;134 290 000;2 985 473 000;2 964 253 000;3 203 293 000;3 444 567 000;3 633 642 000;3 583 636 000;3 545 610 000;3 463 782 000;3 459 127 000;3 463 487 000;3 852 021 000;4 050 464 000;1 158 659 000;1 272 817 000;1 365 207 000;1 394 173 000;1 330 822 000;1 567 059 000;1 582 544 000;1 435 333 000;1 413 894 000;1 500 565 000;1 448 605 000;1 425 148 000;1 357 493 000;1 346 437 000;1 351 384 000;1 339 686 000;1 326 561 000;1 326 796 000;1 313 833 000;1 293 669 000;1 264 708 000;1 236 659 000;1 204 517 000;1 176 307 000;101 340 000;1 236 000;1 108 000;13 131 000;301 200 000;21 260 000;1 463 000;1 700 000;1 613 000;1 605 000;336 817 000;572 121 000;338 670 000;339 928 000;339 948 000;339 276 000;338 000 000;341 184 000;339 676 000;338 526 000;338 549 000;338 064 000;336 154 000;335 361 000;0;0;0;0;0;0;0;0;0;0;0;0
14;УРАЛТРАНСБАНК, ПАО;812;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ТРАНСПОРТНЫЙ БАНК""";620027, Свердловская обл., г. Екатеринбург, ул. Мельковская, д. 2 корп. Б;Сергеев Андрей Николаевич;15.11.1990;28,0;;В состоянии банкротства;046577406;Свердловская область;Публичные акционерные общества;Частная собственность;249 866 349;Отозвана Генеральная лицензия на осуществление банковских операций от 25.10.2018;16 741 603 000;16 462 346 000;16 199 660 000;16 445 992 000;16 039 551 000;16 190 628 000;16 428 903 000;16 453 877 000;16 573 434 000;16 853 295 000;17 329 661 000;17 708 281 000;3 117 380 000;2 889 408 000;2 849 251 000;3 261 958 000;3 480 521 000;3 527 264 000;3 922 187 000;4 110 156 000;4 064 832 000;4 727 183 000;5 139 096 000;5 451 473 000;154 975 000;188 469 000;152 731 000;154 517 000;144 536 000;168 464 000;216 873 000;160 206 000;153 082 000;204 027 000;149 570 000;187 028 000;399 610 000;373 622 000;379 969 000;376 381 000;376 251 000;374 442 000;377 236 000;372 112 000;372 616 000;374 516 000;372 776 000;358 436 000;7 832 248 000;7 747 048 000;7 675 033 000;7 598 399 000;7 454 501 000;7 475 787 000;7 305 759 000;7 247 509 000;7 104 393 000;6 921 894 000;6 483 094 000;6 637 503 000;4 138 979 000;4 068 131 000;4 157 666 000;4 152 639 000;4 029 948 000;4 069 217 000;3 919 901 000;3 945 927 000;3 908 815 000;3 824 125 000;3 501 089 000;3 732 625 000;3 565 283 000;3 559 484 000;3 411 652 000;3 338 860 000;3 311 088 000;3 286 084 000;3 250 161 000;3 166 382 000;3 064 602 000;2 962 618 000;2 833 358 000;2 747 141 000;123 220 000;118 629 000;104 917 000;106 107 000;112 677 000;119 704 000;134 920 000;134 428 000;130 210 000;134 391 000;147 892 000;156 988 000;1 343 489 000;1 338 790 000;1 332 383 000;1 325 557 000;1 323 741 000;1 316 923 000;1 318 261 000;1 318 008 000;1 265 070 000;1 261 458 000;1 271 311 000;1 140 734 000;34 449 000;14 200 000;14 200 000;14 200 000;14 200 000;14 200 000;14 200 000;14 200 000;14 200 000;14 200 000;14 200 000;142 000
15;РТС-БАНК, АО;3401;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК РАЗВИТИЯ ТЕХНОЛОГИЙ И СБЕРЕЖЕНИЙ""";445017, Самарская обл., г. Тольятти, ул. Ленина, д. 94;Пожарская Елена Жоржевна;11.04.2002;17,0;;В состоянии банкротства;043678783;Самарская область;Непубличные акционерные общества;Частная собственность;175 000 000;Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 14.03.2019;3 664 009 000;3 589 554 000;3 583 821 000;3 383 217 000;3 832 174 000;4 045 515 000;4 709 365 000;4 849 532 000;4 931 181 000;5 499 209 000;4 803 963 000;5 348 134 000;67 470 000;65 917 000;64 098 000;52 901 000;82 616 000;60 247 000;141 085 000;65 842 000;112 783 000;290 945 000;280 607 000;271 745 000;569 310 000;864 029 000;866 539 000;633 209 000;924 393 000;1 151 890 000;1 749 994 000;1 881 326 000;1 933 228 000;2 331 763 000;1 695 683 000;2 271 123 000;257 806 000;142 806 000;142 806 000;143 158 000;143 158 000;144 886 000;144 905 000;144 905 000;144 905 000;144 905 000;144 905 000;144 943 000;2 298 992 000;2 325 098 000;2 337 249 000;2 362 634 000;2 469 791 000;2 493 507 000;2 438 161 000;2 528 496 000;2 507 218 000;2 497 962 000;2 503 289 000;2 439 122 000;1 765 234 000;1 761 984 000;1 787 640 000;1 787 988 000;1 829 778 000;1 835 120 000;1 840 593 000;1 958 501 000;1 960 414 000;1 955 824 000;2 013 055 000;2 006 614 000;413 402 000;399 156 000;400 651 000;392 654 000;372 437 000;369 158 000;363 815 000;359 365 000;352 950 000;371 018 000;361 534 000;356 207 000;0;0;0;0;0;0;0;0;0;0;0;0;26 964 000;26 947 000;26 602 000;27 203 000;26 837 000;26 314 000;25 790 000;25 660 000;25 078 000;24 511 000;23 944 000;32 837 000;0;0;0;0;0;0;0;0;0;0;0;0
16;КРЕДИТ ЭКСПРЕСС, ООО КБ;3186;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""КРЕДИТ ЭКСПРЕСС""";344002, Ростовская обл., г. Ростов-На-Дону, ул. Максима Горького, д. 92/63;Ткачева Ирина Александровна;02.04.1999;20,0;;В состоянии банкротства;046015961;Ростовская область;Общества с ограниченной ответственностью;Частная собственность;402 000 000;Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 15.03.2018;2 306 204 000;2 270 100 000;2 194 304 000;2 246 689 000;2 228 066 000;2 311 022 000;2 450 947 000;2 489 941 000;2 514 350 000;2 639 671 000;2 662 844 000;2 590 996 000;111 324 000;78 634 000;77 418 000;65 557 000;79 940 000;76 966 000;82 727 000;105 609 000;95 395 000;88 420 000;164 795 000;119 750 000;54 478 000;65 683 000;45 010 000;86 619 000;25 298 000;42 378 000;119 162 000;68 547 000;102 823 000;230 844 000;62 906 000;44 568 000;31 524 000;30 226 000;26 855 000;27 647 000;29 113 000;31 079 000;35 190 000;35 222 000;34 393 000;35 549 000;39 297 000;0;1 892 859 000;1 895 846 000;1 864 515 000;1 881 828 000;1 880 434 000;1 946 063 000;1 976 294 000;1 898 678 000;1 949 356 000;1 934 402 000;1 974 906 000;2 079 401 000;1 212 228 000;1 254 150 000;1 305 555 000;1 200 322 000;1 290 099 000;1 300 450 000;1 233 288 000;1 209 162 000;1 246 912 000;1 313 632 000;1 377 092 000;1 380 474 000;527 099 000;576 234 000;532 667 000;550 182 000;537 553 000;607 658 000;599 675 000;591 197 000;619 219 000;587 451 000;594 163 000;615 161 000;126 532 000;65 462 000;26 293 000;131 324 000;52 782 000;37 955 000;143 331 000;98 319 000;83 225 000;33 319 000;3 651 000;83 766 000;96 883 000;96 532 000;96 186 000;95 834 000;95 488 000;95 143 000;97 133 000;183 947 000;184 771 000;192 477 000;192 087 000;132 388 000;31 524 000;30 226 000;26 855 000;27 647 000;29 113 000;31 079 000;35 190 000;35 222 000;34 393 000;35 549 000;39 297 000;0
17;БАНК МБСП (АО);197;МЕЖДУНАРОДНЫЙ БАНК САНКТ-ПЕТЕРБУРГА (АКЦИОНЕРНОЕ ОБЩЕСТВО);194044, г. Санкт-Петербург, пер. Крапивный, д. 5(Бизнес-центр «Глобус»);Работа Татьяна Петровна;28.12.1999;19,0;;В состоянии банкротства;044030760;Санкт-Петербург;Непубличные акционерные общества;Частная собственность;1 736 026 494;Отозвана Генеральная лицензия на осуществление банковских операций от 31.10.2018;53 805 754 000;51 396 786 000;51 653 305 000;50 674 139 000;51 865 828 000;51 789 202 000;56 016 600 000;54 419 339 000;54 357 790 000;54 140 743 000;59 188 630 000;59 781 007 000;930 754 000;836 235 000;963 568 000;859 712 000;889 720 000;710 931 000;952 885 000;1 470 526 000;1 106 378 000;912 994 000;917 120 000;1 019 727 000;124 850 000;122 367 000;217 649 000;101 663 000;163 407 000;66 601 000;87 058 000;68 422 000;115 074 000;137 161 000;96 973 000;105 623 000;8 082 629 000;7 371 445 000;6 625 246 000;7 201 226 000;7 330 234 000;7 303 093 000;7 577 376 000;7 288 727 000;7 055 923 000;6 383 388 000;6 215 958 000;6 228 992 000;40 734 054 000;39 501 751 000;40 202 371 000;39 036 967 000;40 106 068 000;40 311 274 000;44 057 072 000;42 332 855 000;42 646 990 000;43 168 027 000;47 342 765 000;48 828 121 000;16 375 454 000;16 216 944 000;15 720 240 000;15 214 453 000;14 516 253 000;14 583 543 000;15 470 148 000;15 198 150 000;15 945 832 000;15 750 437 000;17 517 359 000;18 168 276 000;270 472 000;262 461 000;259 671 000;258 833 000;235 249 000;817 392 000;902 663 000;906 686 000;882 641 000;898 970 000;786 482 000;805 821 000;8 145 936 000;7 779 561 000;10 113 600 000;9 147 190 000;7 667 428 000;7 726 128 000;8 702 991 000;8 685 102 000;8 454 386 000;8 698 352 000;9 647 613 000;9 901 006 000;814 615 000;825 025 000;826 316 000;826 138 000;825 690 000;827 193 000;827 061 000;827 761 000;853 205 000;856 541 000;858 283 000;156 557 000;95 498 000;95 498 000;0;0;0;0;0;0;0;0;0;0
18;КОНФИДЭНС БАНК, ООО КБ;970;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""КОНФИДЭНС БАНК""";156013, Костромская обл., г. Кострома, проспект Мира, д. 113 офис 66;Леванов Виталий Алексеевич;27.11.1990;28,0;;В состоянии банкротства;043469710;Костромская область;Общества с ограниченной ответственностью;Частная собственность;100 000 000;Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 13.04.2018;4 728 718 000;4 717 827 000;4 581 620 000;4 829 055 000;4 875 913 000;4 866 620 000;4 866 040 000;4 851 115 000;5 000 001 000;4 997 937 000;5 109 908 000;5 020 347 000;138 112 000;108 381 000;86 419 000;98 289 000;95 564 000;113 684 000;124 655 000;80 212 000;108 297 000;110 225 000;126 847 000;136 848 000;17 018 000;22 681 000;23 495 000;27 171 000;18 123 000;19 316 000;14 636 000;23 111 000;24 740 000;23 202 000;45 352 000;32 790 000;1 702 219 000;1 697 956 000;1 573 112 000;1 683 530 000;1 746 969 000;1 647 273 000;1 549 640 000;1 581 880 000;1 604 768 000;1 405 988 000;1 363 030 000;1 322 216 000;2 587 944 000;2 606 201 000;2 641 181 000;2 687 617 000;2 714 121 000;2 807 746 000;2 850 499 000;2 876 225 000;2 981 091 000;3 194 794 000;3 202 429 000;3 179 843 000;2 116 241 000;2 126 265 000;2 142 492 000;2 187 595 000;2 206 155 000;2 252 215 000;2 260 503 000;2 282 818 000;2 349 465 000;2 412 673 000;2 363 104 000;2 348 121 000;420 515 000;431 022 000;456 846 000;458 074 000;465 846 000;509 944 000;543 263 000;527 951 000;560 025 000;717 320 000;777 763 000;793 159 000;49 195 000;48 914 000;41 738 000;41 870 000;42 120 000;42 467 000;43 216 000;33 192 000;33 005 000;33 192 000;33 864 000;9 085 000;15 108 000;15 292 000;15 403 000;15 530 000;15 408 000;15 312 000;16 174 000;15 399 000;15 334 000;15 268 000;16 307 000;23 509 000;0;0;0;0;0;0;0;0;0;0;0;0
19;ДОНИНВЕСТ, ООО КБ;1617;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОММЕРЧЕСКИЙ БАНК ""ДОНИНВЕСТ""";344011, Ростовская обл., г. Ростов-На-Дону, пер. Халтуринский, д. 99;Ткачева Ирина Александровна;06.11.1991;27,0;;В состоянии банкротства;046015872;Ростовская область;Общества с ограниченной ответственностью;Частная собственность;350 914 151;Отозвана Генеральная лицензия на осуществление банковских операций от 09.10.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;АК БАНК, АО;3006;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКТИВКАПИТАЛ БАНК""";443001, Самарская обл., г. Самара, ул. Вилоновская, д. 84;Нерусин Павел Иванович;29.07.1994;24,5;;В состоянии банкротства;043601878;Самарская область;Непубличные акционерные общества;Частная собственность;2 804 000 000;Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 29.03.2018;23 220 733 000;24 281 865 000;25 412 788 000;26 238 930 000;25 268 284 000;25 108 586 000;25 734 708 000;25 443 281 000;25 432 186 000;26 108 110 000;27 738 631 000;27 110 352 000;982 133 000;1 878 477 000;3 312 294 000;3 240 499 000;1 756 155 000;1 341 793 000;1 389 516 000;1 065 429 000;1 139 735 000;760 615 000;1 203 684 000;934 818 000;142 552 000;682 835 000;976 237 000;1 137 857 000;864 064 000;338 243 000;278 195 000;74 249 000;239 021 000;485 519 000;183 502 000;56 511 000;0;0;0;0;0;0;0;0;0;0;0;0;18 248 918 000;17 695 827 000;17 854 192 000;18 402 454 000;19 217 452 000;19 806 794 000;20 226 999 000;20 304 305 000;19 993 075 000;20 172 812 000;19 936 844 000;19 999 104 000;16 478 702 000;15 872 971 000;15 979 258 000;16 395 640 000;17 070 293 000;17 510 899 000;17 827 305 000;17 888 914 000;17 620 992 000;17 779 099 000;17 441 788 000;17 496 641 000;1 688 134 000;1 772 868 000;1 812 811 000;1 950 631 000;2 102 652 000;2 241 597 000;2 344 015 000;2 367 810 000;2 318 364 000;2 319 522 000;2 389 996 000;2 417 400 000;74 267 000;42 066 000;54 309 000;48 369 000;44 507 000;54 298 000;55 679 000;47 581 000;53 719 000;47 024 000;77 893 000;57 896 000;232 219 000;231 639 000;230 737 000;229 495 000;228 941 000;290 276 000;288 818 000;352 243 000;387 081 000;406 071 000;1 814 248 000;905 948 000;0;0;0;0;0;0;0;0;0;0;0;0
21;ФЛОРА-МОСКВА, АО КБ;533;"АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ФЛОРА-МОСКВА""";119049, г. Москва, ул. Донская, д. 4 корп. 3;Помогина Наталия Викторовна;24.01.2001;18,0;;В состоянии банкротства;044525831;Москва;Публичные акционерные общества;Смешанная российская собственность с долей собственности субъектов Российской Федерации;155 000 000;Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 05.10.2018;884 449 000;885 570 000;822 868 000;801 654 000;803 672 000;898 052 000;913 631 000;860 848 000;801 643 000;825 669 000;810 681 000;782 852 000;21 682 000;23 430 000;20 222 000;12 858 000;20 811 000;12 250 000;15 032 000;21 294 000;18 562 000;22 989 000;9 224 000;12 100 000;58 361 000;34 619 000;25 067 000;23 379 000;30 632 000;34 430 000;47 003 000;34 305 000;16 393 000;40 063 000;64 407 000;21 992 000;34 445 000;35 058 000;35 723 000;35 412 000;35 838 000;36 084 000;18 220 000;18 376 000;18 681 000;18 528 000;18 686 000;18 842 000;279 399 000;308 522 000;281 773 000;275 186 000;261 458 000;301 012 000;324 202 000;310 748 000;273 233 000;280 758 000;300 431 000;298 827 000;170 947 000;166 929 000;151 582 000;151 975 000;145 555 000;141 428 000;130 960 000;123 343 000;117 709 000;107 624 000;130 585 000;92 675 000;21 846 000;14 632 000;14 183 000;13 484 000;16 421 000;16 396 000;15 280 000;14 141 000;13 612 000;12 250 000;11 429 000;11 347 000;62 602 000;104 391 000;103 883 000;98 978 000;89 170 000;134 430 000;169 992 000;166 974 000;134 835 000;154 975 000;151 473 000;188 645 000;375 292 000;378 296 000;377 903 000;377 630 000;377 340 000;373 551 000;373 166 000;372 780 000;369 217 000;369 008 000;370 515 000;370 689 000;0;0;0;0;0;0;0;0;0;0;0;0
